Parcel_ID,O_zone,D_zone,DepotNumber,CEP,Network,Type
93782,2294,4604,14.0,DPD,conventional,tour-based
93839,2481,4604,14.0,DPD,conventional,tour-based
93860,2335,2668,1.0,PostNL,conventional,tour-based
93883,2444,2668,1.0,PostNL,conventional,tour-based
93918,2466,2662,10.0,DHL,conventional,tour-based
93994,2304,1044,7.0,DHL,conventional,tour-based
94003,2274,2662,10.0,DHL,conventional,tour-based
94031,2429,4604,14.0,DPD,conventional,tour-based
94039,2295,4604,14.0,DPD,conventional,tour-based
94055,2346,4604,14.0,DPD,conventional,tour-based
94058,2461,4604,14.0,DPD,conventional,tour-based
94090,2385,2668,1.0,PostNL,conventional,tour-based
94097,2292,2668,1.0,PostNL,conventional,tour-based
94104,2469,2668,1.0,PostNL,conventional,tour-based
94132,2384,2668,1.0,PostNL,conventional,tour-based
94160,2364,2668,1.0,PostNL,conventional,tour-based
94164,2420,2668,1.0,PostNL,conventional,tour-based
94208,2295,2668,1.0,PostNL,conventional,tour-based
94250,2458,2668,1.0,PostNL,conventional,tour-based
94314,2468,2668,1.0,PostNL,conventional,tour-based
94381,2468,2662,10.0,DHL,conventional,tour-based
94410,2316,4604,14.0,DPD,conventional,tour-based
94433,2400,2668,1.0,PostNL,conventional,tour-based
94484,2402,2668,1.0,PostNL,conventional,tour-based
94543,2292,2662,10.0,DHL,conventional,tour-based
94569,2288,4604,14.0,DPD,conventional,tour-based
94582,2316,2668,1.0,PostNL,conventional,tour-based
94594,2434,2668,1.0,PostNL,conventional,tour-based
94615,2366,2668,1.0,PostNL,conventional,tour-based
94638,2465,2668,1.0,PostNL,conventional,tour-based
94645,2390,2668,1.0,PostNL,conventional,tour-based
94646,2296,2668,1.0,PostNL,conventional,tour-based
94670,2293,2662,10.0,DHL,conventional,tour-based
94742,2291,2668,1.0,PostNL,conventional,tour-based
94753,2388,2668,1.0,PostNL,conventional,tour-based
94780,2420,2668,1.0,PostNL,conventional,tour-based
94785,2438,2668,1.0,PostNL,conventional,tour-based
94829,2343,4604,14.0,DPD,conventional,tour-based
94859,2330,2668,1.0,PostNL,conventional,tour-based
94892,2295,2668,1.0,PostNL,conventional,tour-based
94911,2390,2668,1.0,PostNL,conventional,tour-based
94949,2292,4604,14.0,DPD,conventional,tour-based
94976,2461,2668,1.0,PostNL,conventional,tour-based
94991,2375,2668,1.0,PostNL,conventional,tour-based
95017,2375,4604,14.0,DPD,conventional,tour-based
95024,2461,2662,10.0,DHL,conventional,tour-based
95029,2343,4604,14.0,DPD,conventional,tour-based
95057,2261,2662,10.0,DHL,conventional,tour-based
95097,2369,2668,1.0,PostNL,conventional,tour-based
95105,2296,2668,1.0,PostNL,conventional,tour-based
95109,2257,2668,1.0,PostNL,conventional,tour-based
95129,2292,2668,1.0,PostNL,conventional,tour-based
95172,2406,4604,14.0,DPD,conventional,tour-based
95178,2341,2668,1.0,PostNL,conventional,tour-based
95181,2341,2668,1.0,PostNL,conventional,tour-based
95193,2460,2668,1.0,PostNL,conventional,tour-based
95204,2331,2668,1.0,PostNL,conventional,tour-based
95216,2467,2662,10.0,DHL,conventional,tour-based
95260,2341,2668,1.0,PostNL,conventional,tour-based
95289,2466,2668,1.0,PostNL,conventional,tour-based
95295,2391,2668,1.0,PostNL,conventional,tour-based
95345,2420,2668,1.0,PostNL,conventional,tour-based
95368,2316,4604,14.0,DPD,conventional,tour-based
95379,2363,2662,10.0,DHL,conventional,tour-based
95388,2464,2662,10.0,DHL,conventional,tour-based
95414,2429,2668,1.0,PostNL,conventional,tour-based
95415,2375,2668,1.0,PostNL,conventional,tour-based
95427,2393,2668,1.0,PostNL,conventional,tour-based
95428,2384,2668,1.0,PostNL,conventional,tour-based
95537,2296,2668,1.0,PostNL,conventional,tour-based
95567,2422,2662,10.0,DHL,conventional,tour-based
95605,2409,2662,10.0,DHL,conventional,tour-based
95615,2368,4604,14.0,DPD,conventional,tour-based
95639,2460,4604,14.0,DPD,conventional,tour-based
95654,2415,4604,14.0,DPD,conventional,tour-based
95695,2501,2668,1.0,PostNL,conventional,tour-based
95733,2315,2668,1.0,PostNL,conventional,tour-based
95796,2443,4604,14.0,DPD,conventional,tour-based
95908,2318,4604,14.0,DPD,conventional,tour-based
95946,2291,1044,7.0,DHL,conventional,tour-based
95962,2416,4604,14.0,DPD,conventional,tour-based
95975,2294,2668,1.0,PostNL,conventional,tour-based
95982,2356,2668,1.0,PostNL,conventional,tour-based
96034,2297,2668,1.0,PostNL,conventional,tour-based
96043,2305,2668,1.0,PostNL,conventional,tour-based
96077,2341,4604,14.0,DPD,conventional,tour-based
96081,2270,4604,14.0,DPD,conventional,tour-based
96103,2297,2668,1.0,PostNL,conventional,tour-based
96110,2394,2668,1.0,PostNL,conventional,tour-based
96122,2460,4604,14.0,DPD,conventional,tour-based
96124,2447,4604,14.0,DPD,conventional,tour-based
96141,2401,2662,10.0,DHL,conventional,tour-based
96160,2295,2668,1.0,PostNL,conventional,tour-based
96197,2316,4604,14.0,DPD,conventional,tour-based
96205,2468,2662,10.0,DHL,conventional,tour-based
96235,2300,4604,14.0,DPD,conventional,tour-based
96240,2416,4604,14.0,DPD,conventional,tour-based
96273,2407,2668,1.0,PostNL,conventional,tour-based
96313,2346,2668,1.0,PostNL,conventional,tour-based
96337,2467,2668,1.0,PostNL,conventional,tour-based
96371,2427,2662,10.0,DHL,conventional,tour-based
96376,2288,1044,7.0,DHL,conventional,tour-based
96387,2324,1044,7.0,DHL,conventional,tour-based
96390,2402,2662,10.0,DHL,conventional,tour-based
96394,2297,2662,10.0,DHL,conventional,tour-based
96421,2384,2662,10.0,DHL,conventional,tour-based
96447,2431,2662,10.0,DHL,conventional,tour-based
96455,2296,2662,10.0,DHL,conventional,tour-based
96533,2291,2668,1.0,PostNL,conventional,tour-based
96543,2385,2668,1.0,PostNL,conventional,tour-based
96587,2434,2668,1.0,PostNL,conventional,tour-based
96601,2371,2668,1.0,PostNL,conventional,tour-based
96607,2290,2668,1.0,PostNL,conventional,tour-based
96616,2468,2668,1.0,PostNL,conventional,tour-based
96619,2275,2668,1.0,PostNL,conventional,tour-based
96635,2394,2668,1.0,PostNL,conventional,tour-based
96684,2341,2668,1.0,PostNL,conventional,tour-based
96687,2437,2668,1.0,PostNL,conventional,tour-based
96703,2371,2668,1.0,PostNL,conventional,tour-based
96704,2466,2668,1.0,PostNL,conventional,tour-based
96719,2316,2668,1.0,PostNL,conventional,tour-based
96734,2363,4604,14.0,DPD,conventional,tour-based
96746,2296,4604,14.0,DPD,conventional,tour-based
96764,2341,4604,14.0,DPD,conventional,tour-based
96780,2461,2662,10.0,DHL,conventional,tour-based
96785,2316,4604,14.0,DPD,conventional,tour-based
96795,2466,2668,1.0,PostNL,conventional,tour-based
96797,2272,2668,1.0,PostNL,conventional,tour-based
96811,2313,2668,1.0,PostNL,conventional,tour-based
96829,2341,2668,1.0,PostNL,conventional,tour-based
96834,2420,2662,10.0,DHL,conventional,tour-based
96848,2389,2668,1.0,PostNL,conventional,tour-based
96868,2418,2662,10.0,DHL,conventional,tour-based
96939,2336,1044,7.0,DHL,conventional,tour-based
96942,2280,2662,10.0,DHL,conventional,tour-based
96943,2468,2662,10.0,DHL,conventional,tour-based
96954,2468,4604,14.0,DPD,conventional,tour-based
96973,2402,4604,14.0,DPD,conventional,tour-based
96988,2438,2668,1.0,PostNL,conventional,tour-based
97041,2341,4604,14.0,DPD,conventional,tour-based
97066,2459,4604,14.0,DPD,conventional,tour-based
97067,2468,4604,14.0,DPD,conventional,tour-based
97075,2332,4604,14.0,DPD,conventional,tour-based
97083,2282,2668,1.0,PostNL,conventional,tour-based
97093,2282,2668,1.0,PostNL,conventional,tour-based
97147,2280,4604,14.0,DPD,conventional,tour-based
97149,2441,2668,1.0,PostNL,conventional,tour-based
97206,2441,2662,10.0,DHL,conventional,tour-based
97230,2457,4604,14.0,DPD,conventional,tour-based
97242,2391,2668,1.0,PostNL,conventional,tour-based
97287,2342,2668,1.0,PostNL,conventional,tour-based
97311,2305,2668,1.0,PostNL,conventional,tour-based
97340,2416,4604,14.0,DPD,conventional,tour-based
97355,2399,2662,10.0,DHL,conventional,tour-based
97371,2459,4604,14.0,DPD,conventional,tour-based
97399,2385,2668,1.0,PostNL,conventional,tour-based
97419,2311,4604,14.0,DPD,conventional,tour-based
97432,2482,2662,10.0,DHL,conventional,tour-based
97452,2350,4604,14.0,DPD,conventional,tour-based
97472,2461,2668,1.0,PostNL,conventional,tour-based
97473,2341,2668,1.0,PostNL,conventional,tour-based
97489,2295,2668,1.0,PostNL,conventional,tour-based
97508,2459,4604,14.0,DPD,conventional,tour-based
97525,2386,2668,1.0,PostNL,conventional,tour-based
97612,2380,4604,14.0,DPD,conventional,tour-based
97659,2457,2668,1.0,PostNL,conventional,tour-based
97683,2366,2668,1.0,PostNL,conventional,tour-based
97695,2316,1044,7.0,DHL,conventional,tour-based
97705,2296,2668,1.0,PostNL,conventional,tour-based
97713,2409,2668,1.0,PostNL,conventional,tour-based
97727,2503,4604,14.0,DPD,conventional,tour-based
97742,2402,2662,10.0,DHL,conventional,tour-based
97770,2418,2668,1.0,PostNL,conventional,tour-based
97786,2441,4604,14.0,DPD,conventional,tour-based
97794,2503,1044,7.0,DHL,conventional,tour-based
97804,2502,4604,14.0,DPD,conventional,tour-based
97842,2459,2668,1.0,PostNL,conventional,tour-based
97859,2363,4604,14.0,DPD,conventional,tour-based
97885,2342,1044,7.0,DHL,conventional,tour-based
97902,2266,2662,10.0,DHL,conventional,tour-based
97943,2348,2668,1.0,PostNL,conventional,tour-based
97959,2417,2668,1.0,PostNL,conventional,tour-based
97965,2296,2668,1.0,PostNL,conventional,tour-based
97994,2428,2662,10.0,DHL,conventional,tour-based
98073,2347,2668,1.0,PostNL,conventional,tour-based
98091,2502,2668,1.0,PostNL,conventional,tour-based
98101,2390,2668,1.0,PostNL,conventional,tour-based
98122,2324,2668,1.0,PostNL,conventional,tour-based
98147,2330,1044,7.0,DHL,conventional,tour-based
98213,2431,2668,1.0,PostNL,conventional,tour-based
98257,2290,1044,7.0,DHL,conventional,tour-based
98297,2439,2668,1.0,PostNL,conventional,tour-based
98313,2363,2668,1.0,PostNL,conventional,tour-based
98315,2424,2668,1.0,PostNL,conventional,tour-based
98328,2305,2668,1.0,PostNL,conventional,tour-based
98365,2444,2668,1.0,PostNL,conventional,tour-based
98387,2336,1044,7.0,DHL,conventional,tour-based
98471,2370,2668,1.0,PostNL,conventional,tour-based
98492,2365,2668,1.0,PostNL,conventional,tour-based
98503,2457,2662,10.0,DHL,conventional,tour-based
98517,2341,2668,1.0,PostNL,conventional,tour-based
98611,2440,2668,1.0,PostNL,conventional,tour-based
98658,2262,4604,14.0,DPD,conventional,tour-based
98690,2448,2668,1.0,PostNL,conventional,tour-based
98694,2291,2668,1.0,PostNL,conventional,tour-based
98707,2418,2668,1.0,PostNL,conventional,tour-based
98730,2405,2662,10.0,DHL,conventional,tour-based
98755,2375,4604,14.0,DPD,conventional,tour-based
98785,2319,2668,1.0,PostNL,conventional,tour-based
98798,2461,2668,1.0,PostNL,conventional,tour-based
98805,2459,2668,1.0,PostNL,conventional,tour-based
98831,2356,2662,10.0,DHL,conventional,tour-based
98879,2431,2668,1.0,PostNL,conventional,tour-based
98932,2477,4604,14.0,DPD,conventional,tour-based
98948,2460,4604,14.0,DPD,conventional,tour-based
98957,2448,2668,1.0,PostNL,conventional,tour-based
98976,2292,2662,10.0,DHL,conventional,tour-based
98984,2327,4604,14.0,DPD,conventional,tour-based
99006,2430,2668,1.0,PostNL,conventional,tour-based
99011,2384,2668,1.0,PostNL,conventional,tour-based
99068,2296,2662,10.0,DHL,conventional,tour-based
99069,2460,2662,10.0,DHL,conventional,tour-based
99080,2376,1044,7.0,DHL,conventional,tour-based
99084,2406,2662,10.0,DHL,conventional,tour-based
99100,2297,2662,10.0,DHL,conventional,tour-based
99160,2448,2668,1.0,PostNL,conventional,tour-based
99185,2276,2668,1.0,PostNL,conventional,tour-based
99205,2503,2668,1.0,PostNL,conventional,tour-based
99255,2386,2668,1.0,PostNL,conventional,tour-based
99270,2469,2668,1.0,PostNL,conventional,tour-based
99291,2447,4604,14.0,DPD,conventional,tour-based
99304,2316,4604,14.0,DPD,conventional,tour-based
99319,2402,4604,14.0,DPD,conventional,tour-based
99330,2348,1044,7.0,DHL,conventional,tour-based
99452,2369,2668,1.0,PostNL,conventional,tour-based
99495,2316,4604,14.0,DPD,conventional,tour-based
99499,2467,2662,10.0,DHL,conventional,tour-based
99518,2315,2668,1.0,PostNL,conventional,tour-based
99597,2393,4604,14.0,DPD,conventional,tour-based
99628,2342,4604,14.0,DPD,conventional,tour-based
99634,2375,2662,10.0,DHL,conventional,tour-based
99679,2445,2668,1.0,PostNL,conventional,tour-based
99726,2362,4604,14.0,DPD,conventional,tour-based
99752,2388,4604,14.0,DPD,conventional,tour-based
99757,2414,2662,10.0,DHL,conventional,tour-based
99775,2443,2662,10.0,DHL,conventional,tour-based
99800,2293,2662,10.0,DHL,conventional,tour-based
99825,2448,2662,10.0,DHL,conventional,tour-based
99838,2375,4604,14.0,DPD,conventional,tour-based
99846,2385,4604,14.0,DPD,conventional,tour-based
99849,2441,4604,14.0,DPD,conventional,tour-based
99904,2409,2668,1.0,PostNL,conventional,tour-based
99918,2340,2668,1.0,PostNL,conventional,tour-based
99932,2437,2668,1.0,PostNL,conventional,tour-based
99940,2501,2668,1.0,PostNL,conventional,tour-based
99963,2469,2668,1.0,PostNL,conventional,tour-based
99972,2363,2668,1.0,PostNL,conventional,tour-based
99991,2272,2668,1.0,PostNL,conventional,tour-based
99997,2385,2668,1.0,PostNL,conventional,tour-based
100034,2410,2668,1.0,PostNL,conventional,tour-based
100066,2371,2668,1.0,PostNL,conventional,tour-based
100072,2467,2668,1.0,PostNL,conventional,tour-based
100093,2282,4604,14.0,DPD,conventional,tour-based
100096,2397,4604,14.0,DPD,conventional,tour-based
100115,2375,2662,10.0,DHL,conventional,tour-based
100126,2406,2662,10.0,DHL,conventional,tour-based
100129,2433,2662,10.0,DHL,conventional,tour-based
100152,2469,2668,1.0,PostNL,conventional,tour-based
100169,2459,2668,1.0,PostNL,conventional,tour-based
100179,2363,2668,1.0,PostNL,conventional,tour-based
100205,2312,4604,14.0,DPD,conventional,tour-based
100236,2348,4604,14.0,DPD,conventional,tour-based
100280,2290,2668,1.0,PostNL,conventional,tour-based
100334,2370,2668,1.0,PostNL,conventional,tour-based
100336,2386,2668,1.0,PostNL,conventional,tour-based
100356,2375,2668,1.0,PostNL,conventional,tour-based
100434,2293,2668,1.0,PostNL,conventional,tour-based
100449,2312,2668,1.0,PostNL,conventional,tour-based
100516,2295,4604,14.0,DPD,conventional,tour-based
100543,2430,2668,1.0,PostNL,conventional,tour-based
100570,2459,2662,10.0,DHL,conventional,tour-based
100604,2330,2668,1.0,PostNL,conventional,tour-based
100607,2343,4604,14.0,DPD,conventional,tour-based
100627,2440,2668,1.0,PostNL,conventional,tour-based
100703,2313,1044,7.0,DHL,conventional,tour-based
100743,2346,4604,14.0,DPD,conventional,tour-based
100822,2390,2668,1.0,PostNL,conventional,tour-based
100827,2375,4604,14.0,DPD,conventional,tour-based
100885,2459,2668,1.0,PostNL,conventional,tour-based
100896,2503,4604,14.0,DPD,conventional,tour-based
100909,2346,2662,10.0,DHL,conventional,tour-based
100932,2389,2662,10.0,DHL,conventional,tour-based
100999,2375,2668,1.0,PostNL,conventional,tour-based
101009,2272,2668,1.0,PostNL,conventional,tour-based
101012,2428,2668,1.0,PostNL,conventional,tour-based
101071,2311,4604,14.0,DPD,conventional,tour-based
101123,2315,1044,7.0,DHL,conventional,tour-based
101136,2397,2668,1.0,PostNL,conventional,tour-based
101137,2460,2668,1.0,PostNL,conventional,tour-based
101184,2416,2668,1.0,PostNL,conventional,tour-based
101190,2296,2668,1.0,PostNL,conventional,tour-based
101204,2426,2662,10.0,DHL,conventional,tour-based
101207,2434,2662,10.0,DHL,conventional,tour-based
101211,2398,2662,10.0,DHL,conventional,tour-based
101256,2280,2668,1.0,PostNL,conventional,tour-based
101273,2297,2668,1.0,PostNL,conventional,tour-based
101291,2302,4604,14.0,DPD,conventional,tour-based
101298,2287,4604,14.0,DPD,conventional,tour-based
101391,2297,2668,1.0,PostNL,conventional,tour-based
101410,2312,4604,14.0,DPD,conventional,tour-based
101428,2363,4604,14.0,DPD,conventional,tour-based
101430,2296,4604,14.0,DPD,conventional,tour-based
101437,2406,4604,14.0,DPD,conventional,tour-based
101439,2369,4604,14.0,DPD,conventional,tour-based
101450,2335,2668,1.0,PostNL,conventional,tour-based
101468,2300,2668,1.0,PostNL,conventional,tour-based
101498,2459,4604,14.0,DPD,conventional,tour-based
101516,2393,2668,1.0,PostNL,conventional,tour-based
101547,2406,2668,1.0,PostNL,conventional,tour-based
101562,2262,4604,14.0,DPD,conventional,tour-based
101565,2292,2668,1.0,PostNL,conventional,tour-based
101568,2294,2668,1.0,PostNL,conventional,tour-based
101569,2311,2668,1.0,PostNL,conventional,tour-based
101578,2341,1044,7.0,DHL,conventional,tour-based
101580,2408,2668,1.0,PostNL,conventional,tour-based
101667,2461,2662,10.0,DHL,conventional,tour-based
101689,2270,2662,10.0,DHL,conventional,tour-based
101711,2461,2662,10.0,DHL,conventional,tour-based
101789,2324,2668,1.0,PostNL,conventional,tour-based
101810,2407,2668,1.0,PostNL,conventional,tour-based
101824,2370,2668,1.0,PostNL,conventional,tour-based
101829,2402,2668,1.0,PostNL,conventional,tour-based
101858,2427,2668,1.0,PostNL,conventional,tour-based
101900,2459,4604,14.0,DPD,conventional,tour-based
101924,2330,1044,7.0,DHL,conventional,tour-based
102004,2316,2668,1.0,PostNL,conventional,tour-based
102055,2466,2668,1.0,PostNL,conventional,tour-based
102071,2406,2668,1.0,PostNL,conventional,tour-based
102116,2341,4604,14.0,DPD,conventional,tour-based
102133,2367,2662,10.0,DHL,conventional,tour-based
102136,2290,1044,7.0,DHL,conventional,tour-based
102163,2341,1044,7.0,DHL,conventional,tour-based
102227,2438,2668,1.0,PostNL,conventional,tour-based
102239,2424,2668,1.0,PostNL,conventional,tour-based
102247,2280,2668,1.0,PostNL,conventional,tour-based
102249,2261,2668,1.0,PostNL,conventional,tour-based
102252,2501,2668,1.0,PostNL,conventional,tour-based
102259,2324,2668,1.0,PostNL,conventional,tour-based
102284,2429,2668,1.0,PostNL,conventional,tour-based
102289,2406,2668,1.0,PostNL,conventional,tour-based
102435,2446,2668,1.0,PostNL,conventional,tour-based
102494,2437,2668,1.0,PostNL,conventional,tour-based
102511,2300,2668,1.0,PostNL,conventional,tour-based
102595,2345,2668,1.0,PostNL,conventional,tour-based
102599,2448,2668,1.0,PostNL,conventional,tour-based
102602,2503,2668,1.0,PostNL,conventional,tour-based
102605,2455,2668,1.0,PostNL,conventional,tour-based
102618,2459,2662,10.0,DHL,conventional,tour-based
102627,2332,1044,7.0,DHL,conventional,tour-based
102649,2363,2662,10.0,DHL,conventional,tour-based
102666,2278,2662,10.0,DHL,conventional,tour-based
102670,2278,2662,10.0,DHL,conventional,tour-based
102703,2294,4604,14.0,DPD,conventional,tour-based
102751,2481,2668,1.0,PostNL,conventional,tour-based
102757,2273,2668,1.0,PostNL,conventional,tour-based
102761,2375,2668,1.0,PostNL,conventional,tour-based
102769,2501,2668,1.0,PostNL,conventional,tour-based
102842,2342,4604,14.0,DPD,conventional,tour-based
102844,2350,4604,14.0,DPD,conventional,tour-based
102848,2342,4604,14.0,DPD,conventional,tour-based
